Name,Occurrence,Ambig 3,Ambig 2,Ambig 1,Ambig 0
ciqian ding,1,1,1,1,1
yuping shen,1,1,1,1,1
limin ma,7,1,1,1,1
gensun fang,8,1,1,1,1
ji jin,2,1,1,1,1
yuhong cheng,1,1,1,1,1
zhongwei zhang,14,1,1,1,1
shanghua sun,5,1,1,1,1
liying zheng,3,1,1,1,1
bingchang gu,1,1,1,1,1
wenlong nie,1,1,1,1,1
dongming lu,12,1,1,1,1
maofu lai,2,1,1,1,1
weidong dang,1,1,1,1,1
zuomin dong,3,1,1,1,1
chengchang lu,10,1,1,1,1
shiming zhan,1,1,1,1,1
lin mai,1,1,1,1,1
zhefeng gong,1,1,1,1,1
zengfu wang,10,1,1,1,1
ming lai,1,1,1,1,1
huayang xie,3,1,1,1,1
ruiguang zhang,1,1,1,1,1
xidong jin,3,1,1,1,1
yin wei,1,1,1,1,1
kaiwen meng,1,1,1,1,1
manling ren,3,1,1,1,1
lizhuang ma,21,1,1,1,1
xiao xie,3,1,1,1,1
jinqian li,1,1,1,1,1
jihao zou,1,1,1,1,1
cheng zeng,2,1,1,1,1
qiuhua zheng,2,1,1,1,1
yanchen lu,2,1,1,1,1
wenli shang,1,1,1,1,1
jiongmin yong,2,1,1,1,1
zhilin li,14,1,1,1,1
riri huang,2,1,1,1,1
guangshan li,1,1,1,1,1
yongfang yang,1,1,1,1,1
jiabing sun,1,1,1,1,1
luo yan,3,1,1,1,1
menghao wang,2,1,1,1,1
seo gun,1,1,1,1,1
xianhe sun,81,1,1,1,1
ban tao,2,1,1,1,1
zexin pan,3,1,1,1,1
liying ma,11,1,1,1,1
shaying zhao,2,1,1,1,1
hongliu zou,2,1,1,1,1
yongshao ruan,7,1,1,1,1
yinglin wang,6,1,1,1,1
ting kuo,3,1,1,1,1
dan yao,1,1,1,1,1
shuwei wu,1,1,1,1,1
xuemin shi,1,1,1,1,1
kuoyuan kao,1,1,1,1,1
wei huo,8,1,1,1,1
yinghua lu,11,1,1,1,1
manghui wang,1,1,1,1,1
hongtu chen,1,1,1,1,1
yanyan li,8,1,1,1,1
lianju wang,2,1,1,1,1
xilong chen,1,1,1,1,1
kaiyin huang,2,1,1,1,1
suhong min,1,1,1,1,1
jianshuo huang,1,1,1,1,1
youhua shi,2,1,1,1,1
jinmiao wang,1,1,1,1,1
hejun wang,1,1,1,1,1
song cen,3,1,1,1,1
zhijie li,2,1,1,1,1
tang li,1,1,1,1,1
xiping luo,7,1,1,1,1
suojiang zhang,1,1,1,1,1
yunsi fei,9,1,1,1,1
yuanyuan ding,1,1,1,1,1
guozuo zhang,1,1,1,1,1
weimin tao,2,1,1,1,1
moen jin,1,1,1,1,1
yuanyuan xiao,1,1,1,1,1
zhenglin hou,4,1,1,1,1
jingdong zhao,1,1,1,1,1
fangyu han,1,1,1,1,1
caixing liu,1,1,1,1,1
sun jian,2,1,1,1,1
husheng li,4,1,1,1,1
xuhua xia,2,1,1,1,1
chengang yu,1,1,1,1,1
guojin chen,2,1,1,1,1
lianshuan shi,1,1,1,1,1
yinghua dong,1,1,1,1,1
huaxiong huang,3,1,1,1,1
fan zhai,8,1,1,1,1
yichuang sun,9,1,1,1,1
shan mo,1,1,1,1,1
yantao li,2,1,1,1,1
shengli fu,2,1,1,1,1
wenli xu,10,1,1,1,1
cui jing,1,1,1,1,1
yifang chang,1,1,1,1,1
jingxue wang,1,1,1,1,1
yawei ma,6,1,1,1,1
chunlin zhang,2,1,1,1,1
qingbo wang,1,1,1,1,1
kaicheng lu,3,1,1,1,1
longzhuang li,11,1,1,1,1
guangyou xu,70,1,1,1,1
zhongmei zhou,2,1,1,1,1
yongjie ren,2,1,1,1,1
weiping he,5,1,1,1,1
zhewang ma,4,1,1,1,1
weizhen gu,5,1,1,1,1
ronghui xu,1,1,1,1,1
shudi bao,1,1,1,1,1
yifeng jiang,6,1,1,1,1
yidao cai,3,1,1,1,1
qingfeng li,2,1,1,1,1
meimei li,2,1,1,1,1
tuqiang xie,1,1,1,1,1
yuxiang xing,1,1,1,1,1
jiming peng,10,1,1,1,1
detong zhu,3,1,1,1,1
daliang liu,1,1,1,1,1
deyan he,1,1,1,1,1
feng bo,1,1,1,1,1
hongming zhu,1,1,1,1,1
zhonggai zhao,1,1,1,1,1
shan ying,2,1,1,1,1
lin meng,1,1,1,1,1
yawei li,3,1,1,1,1
jianhua luo,3,1,1,1,1
chunfu tan,2,1,1,1,1
jinhua xiong,2,1,1,1,1
tonghong li,2,1,1,1,1
jiayang wang,1,1,1,1,1
zesheng li,15,1,1,1,1
kunshan wu,1,1,1,1,1
aizeng cao,1,1,1,1,1
chengchao su,1,1,1,1,1
peipei chen,1,1,1,1,1
zelin hu,1,1,1,1,1
beijun ruan,2,1,1,1,1
zhengjin feng,2,1,1,1,1
deyun gao,5,1,1,1,1
jionghua jin,3,1,1,1,1
likun zhou,1,1,1,1,1
jianzhao wang,1,1,1,1,1
rice chen,1,1,1,1,1
zao jiang,2,1,1,1,1
congmiao wu,1,1,1,1,1
leilei bao,1,1,1,1,1
xijian ping,6,1,1,1,1
jinru chen,3,1,1,1,1
ning ge,1,1,1,1,1
jiawei hong,15,1,1,1,1
ligong wang,8,1,1,1,1
aiqiang gao,2,1,1,1,1
zhongxian wang,1,1,1,1,1
jizhe wang,3,1,1,1,1
wenlin yang,7,1,1,1,1
zhihua xiong,6,1,1,1,1
yutian zhao,2,1,1,1,1
lixia zhang,77,1,1,1,1
xiangrong zhou,7,1,1,1,1
lisheng hu,1,1,1,1,1
deyou zheng,1,1,1,1,1
kaichun liang,1,1,1,1,1
yexin song,2,1,1,1,1
anwei peng,1,1,1,1,1
yingjian he,1,1,1,1,1
yasha wang,3,1,1,1,1
ante deng,1,1,1,1,1
erliang zeng,2,1,1,1,1
jiaping yang,1,1,1,1,1
chun xue,13,1,1,1,1
xiaorong xue,1,1,1,1,1
meilan zhang,3,1,1,1,1
huaining wu,4,1,1,1,1
jiakeng zhu,1,1,1,1,1
chunguang sun,5,1,1,1,1
dijia huang,1,1,1,1,1
jingfang zhou,2,1,1,1,1
huifang lu,1,1,1,1,1
sanquan song,1,1,1,1,1
qianlei liu,1,1,1,1,1
haohong wang,9,1,1,1,1
gaokang yao,1,1,1,1,1
lichun bao,12,1,1,1,1
weita chen,1,1,1,1,1
shi xu,1,1,1,1,1
mingte chou,3,1,1,1,1
zhao ting,1,1,1,1,1
lili hu,1,1,1,1,1
tianlong gu,1,1,1,1,1
wenming zhang,1,1,1,1,1
zongxu yang,2,1,1,1,1
kangning wei,1,1,1,1,1
fengshan liu,2,1,1,1,1
shen ting,1,1,1,1,1
dan hao,4,1,1,1,1
chenglun chen,2,1,1,1,1
zhanyong wan,4,1,1,1,1
wenbi wang,1,1,1,1,1
licheng sun,1,1,1,1,1
ji dai,1,1,1,1,1
yongyi he,1,1,1,1,1
chunyan yao,1,1,1,1,1
fawang liu,1,1,1,1,1
nianwen xue,4,1,1,1,1
xiaohang liu,1,1,1,1,1
shoude lin,6,1,1,1,1
yibo wang,2,1,1,1,1
chiyi liao,1,1,1,1,1
xiangrong xu,1,1,1,1,1
shenyan zhen,1,1,1,1,1
yufeng xin,4,1,1,1,1
yi ning,1,1,1,1,1
fang wan,3,1,1,1,1
xuesong zhou,1,1,1,1,1
xinjian lu,2,1,1,1,1
jianwu xu,2,1,1,1,1
dongfeng yuan,10,1,1,1,1
binheng song,6,1,1,1,1
shaoli liu,1,1,1,1,1
yijie wang,13,1,1,1,1
tiantian qin,6,1,1,1,1
yongli wang,5,1,1,1,1
gaohong zhai,1,1,1,1,1
sufang song,1,1,1,1,1
chenyu huang,1,1,1,1,1
jianming shao,1,1,1,1,1
xiangsheng wu,1,1,1,1,1
jingyang zhou,8,1,1,1,1
yujie zhu,4,1,1,1,1
menglong li,1,1,1,1,1
haofeng zhou,12,1,1,1,1
jianfeng lu,7,1,1,1,1
zhuang liu,3,1,1,1,1
yinwei zhan,1,1,1,1,1
jiannong xu,1,1,1,1,1
zhiqiang lin,2,1,1,1,1
biqing wu,2,1,1,1,1
zhongda wang,2,1,1,1,1
gene wu,1,1,1,1,1
liyin xue,10,1,1,1,1
yucheng chang,1,1,1,1,1
hongsun jun,2,1,1,1,1
lichun wang,23,1,1,1,1
guoxin yu,2,1,1,1,1
keli xu,1,1,1,1,1
pengkai pan,2,1,1,1,1
yilian yuan,1,1,1,1,1
xingui tang,1,1,1,1,1
weinan gao,2,1,1,1,1
meizhi hu,2,1,1,1,1
chiyao yu,1,1,1,1,1
xilin fu,3,1,1,1,1
yupeng jia,1,1,1,1,1
yingjie fu,2,1,1,1,1
xiaogang xie,1,1,1,1,1
yijun zeng,1,1,1,1,1
shengli xie,18,1,1,1,1
guiquan liu,1,1,1,1,1
weilin wang,1,1,1,1,1
shaomin mu,1,1,1,1,1
ru yi,1,1,1,1,1
zhenyu zou,1,1,1,1,1
zhixiang li,1,1,1,1,1
dongying wu,2,1,1,1,1
yiwei duan,1,1,1,1,1
lihua xu,3,1,1,1,1
xuanfu wu,2,1,1,1,1
cixun zhang,1,1,1,1,1
yefang huang,1,1,1,1,1
chunling zhang,1,1,1,1,1
xiaodan jiang,1,1,1,1,1
tengneng wang,1,1,1,1,1
chengku lai,1,1,1,1,1
chengde han,7,1,1,1,1
haoqiang jin,16,1,1,1,1
qiliang yang,1,1,1,1,1
jiping lu,3,1,1,1,1
zhihe liang,2,1,1,1,1
naijun zhan,12,1,1,1,1
meiping wu,2,1,1,1,1
qiping hu,2,1,1,1,1
shaocheng wu,1,1,1,1,1
weisun jiang,3,1,1,1,1
anlin wang,1,1,1,1,1
haijun wu,1,1,1,1,1
hongyuan zhang,2,1,1,1,1
xuehai yuan,3,1,1,1,1
hui ling,1,1,1,1,1
qiwei zhu,3,1,1,1,1
yanli zhao,2,1,1,1,1
zhaocai hao,2,1,1,1,1
tianbing xia,6,1,1,1,1
pengjun liu,1,1,1,1,1
guyan liang,4,1,1,1,1
qun zhong,3,1,1,1,1
wenpo yang,1,1,1,1,1
yuanling zhu,5,1,1,1,1
fengming dai,2,1,1,1,1
yichen lin,1,1,1,1,1
yongjun zhong,1,1,1,1,1
hanguo ma,1,1,1,1,1
haijian hu,1,1,1,1,1
huishen li,1,1,1,1,1
shouke qin,1,1,1,1,1
guangshu hu,3,1,1,1,1
niandong shi,2,1,1,1,1
li lao,7,1,1,1,1
weiqi cao,1,1,1,1,1
mu yang,1,1,1,1,1
chundi jiang,1,1,1,1,1
biran dan,1,1,1,1,1
chaoming teng,3,1,1,1,1
weihua ruan,1,1,1,1,1
hongping fang,1,1,1,1,1
zherui ma,1,1,1,1,1
aijun wen,1,1,1,1,1
zhensen huang,4,1,1,1,1
langsheng yun,1,1,1,1,1
fenghua lang,1,1,1,1,1
lirong qiu,2,1,1,1,1
zhihai ma,2,1,1,1,1
yandong wang,1,1,1,1,1
shengchuan wu,1,1,1,1,1
minchen peng,1,1,1,1,1
zhihong xiu,2,1,1,1,1
changwen zheng,2,1,1,1,1
yongjian chen,4,1,1,1,1
lidong cai,5,1,1,1,1
sen bai,1,1,1,1,1
qizhi dai,4,1,1,1,1
yaling yang,3,1,1,1,1
hongkai ding,1,1,1,1,1
yao sun,1,1,1,1,1
xianchuang su,1,1,1,1,1
fuchen zhu,1,1,1,1,1
haijun fang,1,1,1,1,1
weiwu yan,1,1,1,1,1
hui kong,3,1,1,1,1
hongzan sun,2,1,1,1,1
dingwen yu,4,1,1,1,1
nanju na,1,1,1,1,1
haiyan lin,1,1,1,1,1
keqin zhu,2,1,1,1,1
chicheng wu,1,1,1,1,1
pinglong chang,1,1,1,1,1
yihe sun,6,1,1,1,1
tianwei he,2,1,1,1,1
junlue zhang,1,1,1,1,1
xihuang zhang,2,1,1,1,1
jingguo wang,1,1,1,1,1
leijian liu,1,1,1,1,1
ruhui ni,1,1,1,1,1
bangnan xu,3,1,1,1,1
yinhua jin,1,1,1,1,1
junzhou luo,33,1,1,1,1
ziqian liu,1,1,1,1,1
zhengxin zhou,1,1,1,1,1
yiqun lin,1,1,1,1,1
jiying zhao,8,1,1,1,1
chong gu,1,1,1,1,1
yongwu zhou,2,1,1,1,1
weilai yang,1,1,1,1,1
xiahai zhuang,2,1,1,1,1
ruiping niu,1,1,1,1,1
yuanchu cheng,1,1,1,1,1
wanlin gao,1,1,1,1,1
naiyong jin,4,1,1,1,1
pengun su,1,1,1,1,1
guozhen feng,1,1,1,1,1
wuzhao li,1,1,1,1,1
xiaoyan fu,2,1,1,1,1
qinyun dai,3,1,1,1,1
zhongshan wei,1,1,1,1,1
shie qian,1,1,1,1,1
haitao song,1,1,1,1,1
fen xie,4,1,1,1,1
zhigang xiang,7,1,1,1,1
zhang yong,1,1,1,1,1
songbo tan,7,1,1,1,1
linhai he,3,1,1,1,1
gongxuan yao,1,1,1,1,1
xuelan li,2,1,1,1,1
yuguo dong,3,1,1,1,1
lin kang,1,1,1,1,1
chengxian xu,8,1,1,1,1
bing yao,1,1,1,1,1
shengwen bai,6,1,1,1,1
hailong liu,7,1,1,1,1
yangyuan wang,3,1,1,1,1
haigeng luo,1,1,1,1,1
pengchong tan,1,1,1,1,1
lirong he,1,1,1,1,1
xiaohuan tan,1,1,1,1,1
loke lian,1,1,1,1,1
nanlin jin,4,1,1,1,1
bingyi zhang,3,1,1,1,1
rui shen,5,1,1,1,1
yisheng huang,7,1,1,1,1
shanshan zhou,1,1,1,1,1
libo zhong,1,1,1,1,1
xiangshi ren,23,1,1,1,1
chunyu gao,11,1,1,1,1
tian tian,1,1,1,1,1
dongyuan chen,8,1,1,1,1
huanliang sun,3,1,1,1,1
guozhu gao,1,1,1,1,1
nan song,1,1,1,1,1
kangyuan liu,2,1,1,1,1
dongsheng kang,2,1,1,1,1
yuefeng chen,1,1,1,1,1
chenghai xue,1,1,1,1,1
juntao guo,5,1,1,1,1
dajun he,5,1,1,1,1
yun chi,11,1,1,1,1
shijue zheng,1,1,1,1,1
shaobin liu,1,1,1,1,1
xuegang huang,3,1,1,1,1
minghu song,2,1,1,1,1
shijun diao,1,1,1,1,1
fengcheng lin,1,1,1,1,1
jiong zhou,1,1,1,1,1
jiqing dou,2,1,1,1,1
zhou xu,11,1,1,1,1
kuanghua chen,11,1,1,1,1
ken chou,1,1,1,1,1
mingtao gan,1,1,1,1,1
tingting he,3,1,1,1,1
shijie zhang,1,1,1,1,1
anping zeng,5,1,1,1,1
yongming cai,1,1,1,1,1
qize shu,1,1,1,1,1
wuming pan,2,1,1,1,1
xianmo zhang,44,1,1,1,1
dongku kang,4,1,1,1,1
dan ye,1,1,1,1,1
shijun yang,3,1,1,1,1
boyin yang,8,1,1,1,1
yunquan zhang,1,1,1,1,1
kunchang shen,1,1,1,1,1
jundong liu,8,1,1,1,1
jiantao zhou,2,1,1,1,1
ruixin niu,2,1,1,1,1
xiaolin zheng,4,1,1,1,1
xijin shen,2,1,1,1,1
xinfu chen,1,1,1,1,1
weimin lian,3,1,1,1,1
yizheng yang,2,1,1,1,1
shiqi peng,1,1,1,1,1
shaomei wang,8,1,1,1,1
wenbo liu,6,1,1,1,1
pixuan zhou,1,1,1,1,1
jianglong tang,1,1,1,1,1
shuopei chen,1,1,1,1,1
yukun bao,4,1,1,1,1
dengpan liu,1,1,1,1,1
ming gong,1,1,1,1,1
shouyang wang,44,1,1,1,1
xiaoyuan xu,2,1,1,1,1
yimei guo,1,1,1,1,1
dazhang gu,4,1,1,1,1
yongcheng wu,2,1,1,1,1
rongde lu,1,1,1,1,1
juntong xi,1,1,1,1,1
junjian he,1,1,1,1,1
zhehua wei,1,1,1,1,1
qingtian zeng,2,1,1,1,1
kesen huang,2,1,1,1,1
yingzi lin,2,1,1,1,1
chouyu ku,1,1,1,1,1
lingyu duan,22,1,1,1,1
guangmin hu,1,1,1,1,1
hubie chen,32,1,1,1,1
pinglei zhou,1,1,1,1,1
jiangming yang,3,1,1,1,1
huang zheng,1,1,1,1,1
yuku li,1,1,1,1,1
hua hua,1,1,1,1,1
qiaoling ji,2,1,1,1,1
yanning wang,1,1,1,1,1
lingfeng li,3,1,1,1,1
pingtao wang,4,1,1,1,1
chaoying wu,1,1,1,1,1
hantao song,10,1,1,1,1
yahan pan,1,1,1,1,1
binxiang dai,1,1,1,1,1
yupin chang,1,1,1,1,1
xiaoyun zhu,13,1,1,1,1
tan jun,1,1,1,1,1
weixiong rao,4,1,1,1,1
chunchi liu,1,1,1,1,1
yunfei chen,2,1,1,1,1
zongfu yan,1,1,1,1,1
nongkun chen,1,1,1,1,1
zhe ji,1,1,1,1,1
yingjun weng,1,1,1,1,1
fenlei chang,1,1,1,1,1
yongjun bao,1,1,1,1,1
naiwei lin,10,1,1,1,1
xiaoling peng,3,1,1,1,1
weifeng su,8,1,1,1,1
hanyong hao,1,1,1,1,1
xinfei wang,2,1,1,1,1
chaonan wang,1,1,1,1,1
tianyi jiang,5,1,1,1,1
junhai guo,1,1,1,1,1
junqiang lan,6,1,1,1,1
chunliang lin,6,1,1,1,1
meiyu fang,1,1,1,1,1
chunhao lin,1,1,1,1,1
donglai zhu,1,1,1,1,1
weiyu jiang,1,1,1,1,1
liehua xie,4,1,1,1,1
chenggang mei,1,1,1,1,1
wenping chen,1,1,1,1,1
feixue huang,1,1,1,1,1
wu bin,1,1,1,1,1
ziyong yang,1,1,1,1,1
zhenghe yao,1,1,1,1,1
mugen peng,2,1,1,1,1
hongwen liu,1,1,1,1,1
zhengrui jiang,2,1,1,1,1
yongdong yang,1,1,1,1,1
shenge wang,3,1,1,1,1
aiqing ruan,1,1,1,1,1
jie ou,1,1,1,1,1
yushi jing,1,1,1,1,1
genjiu xu,1,1,1,1,1
canhui cai,4,1,1,1,1
yongjin li,1,1,1,1,1
zhihong peng,1,1,1,1,1
jinjun xu,1,1,1,1,1
haibo wen,1,1,1,1,1
xiaodong hu,38,1,1,1,1
qiuxiao chen,2,1,1,1,1
xudong hu,1,1,1,1,1
hengming zou,11,1,1,1,1
yonggang wen,1,1,1,1,1
limin fu,24,1,1,1,1
dawei ning,1,1,1,1,1
shimin chuang,1,1,1,1,1
yingtao jiang,20,1,1,1,1
dayou zhou,1,1,1,1,1
xinmin lu,2,1,1,1,1
jiri sima,23,1,1,1,1
changping liu,8,1,1,1,1
pengfei huang,1,1,1,1,1
qi ding,1,1,1,1,1
yingcang ma,3,1,1,1,1
zhongying chen,4,1,1,1,1
chichang chang,2,1,1,1,1
weihong qiu,1,1,1,1,1
tianxu zhao,3,1,1,1,1
xuefeng hao,1,1,1,1,1
zhongkang lu,28,1,1,1,1
weiling wu,9,1,1,1,1
qilei li,1,1,1,1,1
chunfu li,1,1,1,1,1
lijie jin,5,1,1,1,1
kebin xu,4,1,1,1,1
peng jia,4,1,1,1,1
xulei yang,2,1,1,1,1
huafei zhu,14,1,1,1,1
taoku chang,6,1,1,1,1
chuanlong wang,5,1,1,1,1
chichao chao,6,1,1,1,1
linfeng yang,1,1,1,1,1
xianyun ma,1,1,1,1,1
zhengning wang,1,1,1,1,1
shun kei,1,1,1,1,1
wenhuan lu,1,1,1,1,1
xiaohua kong,7,1,1,1,1
en ye,1,1,1,1,1
lizuo jin,1,1,1,1,1
fuyan zhang,10,1,1,1,1
zhenyue deng,1,1,1,1,1
hongwei lin,5,1,1,1,1
taolue chen,10,1,1,1,1
shengjun xue,1,1,1,1,1
fangxiang wu,10,1,1,1,1
yushan wu,1,1,1,1,1
wenjie shu,1,1,1,1,1
guohui feng,1,1,1,1,1
yafeng wu,3,1,1,1,1
liuming lu,2,1,1,1,1
qingyun wang,1,1,1,1,1
shugen ma,25,1,1,1,1
huiyin wu,1,1,1,1,1
yiwen chu,1,1,1,1,1
qinglai ni,4,1,1,1,1
huiyu xia,1,1,1,1,1
zhuying wu,1,1,1,1,1
jianhui tao,1,1,1,1,1
xufang wang,1,1,1,1,1
jiakun liu,1,1,1,1,1
lianda lin,1,1,1,1,1
tan liu,1,1,1,1,1
wanlei zhou,74,1,1,1,1
bingjia shao,1,1,1,1,1
wenguo xu,1,1,1,1,1
jialin chen,5,1,1,1,1
yuliu chen,4,1,1,1,1
jianguo ling,1,1,1,1,1
yun weng,1,1,1,1,1
xuefeng he,1,1,1,1,1
hualin wan,2,1,1,1,1
shasha liao,1,1,1,1,1
junchuan liu,1,1,1,1,1
fan he,1,1,1,1,1
songqing chen,18,1,1,1,1
jinglan zhang,3,1,1,1,1
chen bing,1,1,1,1,1
yuan chun,1,1,1,1,1
luoshan xu,3,1,1,1,1
yabo liu,1,1,1,1,1
yingcai xiao,4,1,1,1,1
yufeng guo,4,1,1,1,1
chaochen zhou,23,1,1,1,1
boren bai,2,1,1,1,1
peng zhai,1,1,1,1,1
qingzhou fang,1,1,1,1,1
wenzeng zhang,2,1,1,1,1
libo chen,5,1,1,1,1
hongbao shi,3,1,1,1,1
deman liu,1,1,1,1,1
dun tan,1,1,1,1,1
xianggen xia,40,1,1,1,1
chenghua huang,2,1,1,1,1
qianping gu,43,1,1,1,1
yunxin li,4,1,1,1,1
wuhong he,4,1,1,1,1
jiang he,1,1,1,1,1
kuoyu huang,7,1,1,1,1
guangfan zhang,2,1,1,1,1
xianglin fu,1,1,1,1,1
hailan yang,1,1,1,1,1
ruifeng zhao,1,1,1,1,1
ruowen rong,2,1,1,1,1
xiaolong xu,2,1,1,1,1
waiyuan tan,1,1,1,1,1
yixin shi,1,1,1,1,1
jia yao,1,1,1,1,1
fangmin li,2,1,1,1,1
xunhua yuan,1,1,1,1,1
guodong xie,2,1,1,1,1
baoyi wang,7,1,1,1,1
nian yan,1,1,1,1,1
xudong guo,1,1,1,1,1
wenyu mi,1,1,1,1,1
guodong zhang,4,1,1,1,1
yuchong tai,1,1,1,1,1
jiansheng huang,2,1,1,1,1
yuqing lin,3,1,1,1,1
yuxin he,1,1,1,1,1
shibiao he,1,1,1,1,1
qizhi zhang,1,1,1,1,1
zhimao guo,9,1,1,1,1
zhe yin,1,1,1,1,1
yili zhang,1,1,1,1,1
liping niu,1,1,1,1,1
shaobo gao,1,1,1,1,1
kening gao,2,1,1,1,1
kun qian,5,1,1,1,1
wanquan liu,8,1,1,1,1
kezhao wang,1,1,1,1,1
fanzhang li,3,1,1,1,1
na yao,1,1,1,1,1
songnian zhao,1,1,1,1,1
yuewei wang,9,1,1,1,1
haixian wang,2,1,1,1,1
jianxun he,1,1,1,1,1
lingpeng yang,11,1,1,1,1
dian gong,2,1,1,1,1
xiaoyun qin,1,1,1,1,1
yansheng yao,1,1,1,1,1
zhenglu yang,2,1,1,1,1
chunyi shi,24,1,1,1,1
zhijiang shao,1,1,1,1,1
jiandong liang,5,1,1,1,1
bing peng,1,1,1,1,1
tianguang chu,10,1,1,1,1
mingyue zhai,1,1,1,1,1
qinzheng kong,5,1,1,1,1
jieming zhu,4,1,1,1,1
guangwei bai,7,1,1,1,1
jufeng wen,1,1,1,1,1
zhefan jiang,5,1,1,1,1
xiangdong xiao,2,1,1,1,1
weifang chen,1,1,1,1,1
lifen wu,3,1,1,1,1
xiaolei qian,44,1,1,1,1
junhong shu,1,1,1,1,1
yan de,1,1,1,1,1
yasheng qian,1,1,1,1,1
liu du,1,1,1,1,1
quanlin li,5,1,1,1,1
xuanhui wu,1,1,1,1,1
feng jing,11,1,1,1,1
teng tang,1,1,1,1,1
qingbo yin,1,1,1,1,1
bibo lv,1,1,1,1,1
ye tao,2,1,1,1,1
xiaohan shi,1,1,1,1,1
junzhao du,1,1,1,1,1
meiqin zhan,1,1,1,1,1
lukai cai,6,1,1,1,1
zhidong xiao,2,1,1,1,1
tianbao hao,1,1,1,1,1
qiming wu,2,1,1,1,1
shengjing mu,1,1,1,1,1
runzhuo he,1,1,1,1,1
jianqiang luo,1,1,1,1,1
shenfeng chen,3,1,1,1,1
xuanliang liu,1,1,1,1,1
yuanzhi zhang,1,1,1,1,1
yiran chen,9,1,1,1,1
rongqing jia,6,1,1,1,1
keqin gu,2,1,1,1,1
yongpei guan,3,1,1,1,1
zhihua zhou,61,1,1,1,1
ruixi yuan,3,1,1,1,1
yaozhong pan,1,1,1,1,1
zengkai du,1,1,1,1,1
zude zhou,4,1,1,1,1
junyi yang,1,1,1,1,1
xiaocheng ding,1,1,1,1,1
jinsuo zhang,6,1,1,1,1
jinbiao wang,1,1,1,1,1
senmao liao,1,1,1,1,1
yaoqi yu,1,1,1,1,1
xixian chen,4,1,1,1,1
xuanyin xia,1,1,1,1,1
mei wen,5,1,1,1,1
qingan zhu,1,1,1,1,1
sifeng liu,8,1,1,1,1
jinsong han,4,1,1,1,1
jieying zhang,1,1,1,1,1
chenchou lin,1,1,1,1,1
weiji su,2,1,1,1,1
ziyu zhu,1,1,1,1,1
jianyong wen,1,1,1,1,1
quang ha,1,1,1,1,1
zheng yun,3,1,1,1,1
yuanxin zhu,8,1,1,1,1
dingyuan xia,1,1,1,1,1
zhongchao shi,6,1,1,1,1
chunbo huang,3,1,1,1,1
yuhong dai,5,1,1,1,1
qingguo li,5,1,1,1,1
xiaomin zhong,5,1,1,1,1
jingli zhou,17,1,1,1,1
yuxia lin,1,1,1,1,1
rongjun xie,1,1,1,1,1
yachi huang,1,1,1,1,1
zonggang zhou,2,1,1,1,1
wenli zou,1,1,1,1,1
yuehua cao,1,1,1,1,1
quanbo zou,2,1,1,1,1
qingyun shi,14,1,1,1,1
tingfang wu,4,1,1,1,1
feiyue li,1,1,1,1,1
haizhou ai,24,1,1,1,1
yangguang xu,1,1,1,1,1
peiyi niu,1,1,1,1,1
kaiyang liu,2,1,1,1,1
yonghong xie,2,1,1,1,1
hongtao bai,2,1,1,1,1
huaian diao,1,1,1,1,1
jufen zhang,1,1,1,1,1
renyuan tang,1,1,1,1,1
yunxiang liu,3,1,1,1,1
shaowei chen,1,1,1,1,1
minhong wang,7,1,1,1,1
peng rong,5,1,1,1,1
yin ge,1,1,1,1,1
haiyong chen,1,1,1,1,1
baotong cui,1,1,1,1,1
he shi,1,1,1,1,1
bao xi,1,1,1,1,1
shidong zhang,1,1,1,1,1
fuliu xu,1,1,1,1,1
chuanrong zhang,1,1,1,1,1
lifeng sha,4,1,1,1,1
xiaofang zhou,57,1,1,1,1
xiaolong song,1,1,1,1,1
weilin wu,1,1,1,1,1
derong shen,7,1,1,1,1
jinsong xue,3,1,1,1,1
yanmei li,7,1,1,1,1
minjie zhu,1,1,1,1,1
lihua sun,1,1,1,1,1
chunyi peng,1,1,1,1,1
liyan dong,1,1,1,1,1
qinxue jin,1,1,1,1,1
xiankun zhang,3,1,1,1,1
jinchang guo,1,1,1,1,1
shoujun wang,3,1,1,1,1
chunfu jia,2,1,1,1,1
jinhong huang,1,1,1,1,1
kaisheng sun,1,1,1,1,1
xiaolu sun,1,1,1,1,1
yaoping yan,1,1,1,1,1
zhiguo yuan,2,1,1,1,1
juanhua su,1,1,1,1,1
chunming lai,1,1,1,1,1
yincai tang,2,1,1,1,1
chunliang tu,2,1,1,1,1
luming duan,1,1,1,1,1
hanping xu,1,1,1,1,1
weiping yue,1,1,1,1,1
yanlin luo,1,1,1,1,1
liqun ren,1,1,1,1,1
zhonghong ou,1,1,1,1,1
yangyang liu,1,1,1,1,1
zhidao xu,1,1,1,1,1
xunying liu,1,1,1,1,1
shuyan zhao,5,1,1,1,1
pu wei,1,1,1,1,1
youxing qu,2,1,1,1,1
weidong guo,1,1,1,1,1
shengli wu,11,1,1,1,1
xiangjun liu,1,1,1,1,1
chenming chuang,2,1,1,1,1
yushu chen,1,1,1,1,1
xueyuan huang,1,1,1,1,1
tiba dan,4,1,1,1,1
qifan chen,1,1,1,1,1
dianlong guo,1,1,1,1,1
dingcai cao,1,1,1,1,1
shijian luo,1,1,1,1,1
qiwen wang,3,1,1,1,1
dechang ma,1,1,1,1,1
