Name,Occurrence,Ambig 3,Ambig 2,Ambig 1,Ambig 0
fuqing shao,1,1,1,1,1
guizhen yang,17,1,1,1,1
senquan zhang,2,1,1,1,1
manlin li,1,1,1,1,1
xiaoping miao,3,1,1,1,1
qingyang xu,1,1,1,1,1
jicheng duan,1,1,1,1,1
chuan lu,3,1,1,1,1
xiaoping cao,3,1,1,1,1
sunchong wang,3,1,1,1,1
jianqiao liao,1,1,1,1,1
weijing zhang,1,1,1,1,1
tongquan wei,1,1,1,1,1
li ling,2,1,1,1,1
mengmeng ding,6,1,1,1,1
hongzhu gao,1,1,1,1,1
linlin jing,1,1,1,1,1
enmin song,8,1,1,1,1
ya peng,1,1,1,1,1
yinlong sun,8,1,1,1,1
huayong yang,1,1,1,1,1
xiyuan chen,2,1,1,1,1
tianming liu,11,1,1,1,1
weidong xiao,12,1,1,1,1
chi lu,2,1,1,1,1
xuedong jiang,1,1,1,1,1
yaning feng,1,1,1,1,1
ruijin fu,1,1,1,1,1
yuhui zhao,3,1,1,1,1
xinyu deng,1,1,1,1,1
jinjie liu,1,1,1,1,1
shaohuai tian,1,1,1,1,1
nengfa zhou,31,1,1,1,1
jinhua xu,3,1,1,1,1
hangzai luo,17,1,1,1,1
huayong liu,6,1,1,1,1
jinti wang,1,1,1,1,1
donghua zhu,1,1,1,1,1
shaodong ying,1,1,1,1,1
jinjiang li,2,1,1,1,1
shifu chen,35,1,1,1,1
yinping liu,1,1,1,1,1
zhihua lin,1,1,1,1,1
kerong ben,1,1,1,1,1
weiguo gao,2,1,1,1,1
zaihua wang,2,1,1,1,1
gongde guo,19,1,1,1,1
chanben lin,1,1,1,1,1
xinmin huang,1,1,1,1,1
qi peng,1,1,1,1,1
fakai lu,1,1,1,1,1
haixiang ou,1,1,1,1,1
jiantao song,2,1,1,1,1
jian jiao,1,1,1,1,1
shaoyun wang,2,1,1,1,1
feilong xu,1,1,1,1,1
kaiyuan cai,25,1,1,1,1
panjun chen,1,1,1,1,1
huajun wang,2,1,1,1,1
zhiwen xu,11,1,1,1,1
xiaoguang ding,3,1,1,1,1
qiao tong,1,1,1,1,1
youjian fang,1,1,1,1,1
hongsong li,7,1,1,1,1
zhitao xiao,2,1,1,1,1
xianming qing,1,1,1,1,1
chunhan chen,1,1,1,1,1
shi han,2,1,1,1,1
pengshou xie,1,1,1,1,1
huizhan yi,7,1,1,1,1
binkui sheng,1,1,1,1,1
jingsheng lei,1,1,1,1,1
kaibin huang,2,1,1,1,1
shuzhou fang,3,1,1,1,1
yanping sheng,1,1,1,1,1
yongsheng yang,1,1,1,1,1
xiaocong qian,2,1,1,1,1
kunyuan yang,1,1,1,1,1
gaoming wang,4,1,1,1,1
youshen lo,1,1,1,1,1
jinjie li,1,1,1,1,1
weiyi zhang,5,1,1,1,1
jihua zhou,1,1,1,1,1
lirong yan,2,1,1,1,1
renpu ge,1,1,1,1,1
minglu li,123,1,1,1,1
wengang zhou,6,1,1,1,1
minte chao,1,1,1,1,1
tianlei wu,1,1,1,1,1
nie yu,5,1,1,1,1
lei shu,3,1,1,1,1
zhixue wang,1,1,1,1,1
ju qian,2,1,1,1,1
nianqing xiao,1,1,1,1,1
yijian wu,4,1,1,1,1
lan gao,4,1,1,1,1
dianjun zhang,1,1,1,1,1
hanxi yang,1,1,1,1,1
baoqing jiang,1,1,1,1,1
weiwen yang,1,1,1,1,1
zouhua ding,1,1,1,1,1
minjie zhang,23,1,1,1,1
zhenyu xu,5,1,1,1,1
su feng,2,1,1,1,1
xueping liu,1,1,1,1,1
xi zeng,1,1,1,1,1
lun liu,2,1,1,1,1
yanhui li,18,1,1,1,1
haishan huang,1,1,1,1,1
xiaohuo liu,1,1,1,1,1
ningning han,3,1,1,1,1
shuhong li,1,1,1,1,1
junzhou huang,4,1,1,1,1
chengyi huang,1,1,1,1,1
jingxin li,1,1,1,1,1
shengchang wu,1,1,1,1,1
xianfeng li,6,1,1,1,1
junjie cai,1,1,1,1,1
jinyu zhang,3,1,1,1,1
minjian zheng,1,1,1,1,1
lingdi ping,6,1,1,1,1
kunli wen,2,1,1,1,1
zongying yang,4,1,1,1,1
landi shan,1,1,1,1,1
fuyuan wu,1,1,1,1,1
hongzheng li,3,1,1,1,1
ruan gang,1,1,1,1,1
hongru wang,1,1,1,1,1
baijian yang,4,1,1,1,1
donghui chen,1,1,1,1,1
qingxin zhu,4,1,1,1,1
jinjun xiong,12,1,1,1,1
zhenfu zhu,1,1,1,1,1
ling zhong,2,1,1,1,1
baiyou qiao,1,1,1,1,1
shangping chen,1,1,1,1,1
yunfeng chou,1,1,1,1,1
dadong wang,2,1,1,1,1
fan yun,1,1,1,1,1
jianxing li,2,1,1,1,1
temei li,2,1,1,1,1
yufeng ding,1,1,1,1,1
kenan xu,5,1,1,1,1
xizhi li,5,1,1,1,1
haibo shi,1,1,1,1,1
guanglu zhou,2,1,1,1,1
fei feng,1,1,1,1,1
jianli xie,2,1,1,1,1
he tao,1,1,1,1,1
yifei xing,1,1,1,1,1
jianding qiu,1,1,1,1,1
mike deng,1,1,1,1,1
mingming cao,2,1,1,1,1
shaowen song,5,1,1,1,1
qiang xiong,1,1,1,1,1
pengzhou yin,1,1,1,1,1
tailin liu,1,1,1,1,1
su tang,1,1,1,1,1
xiaoping zeng,1,1,1,1,1
chenyuan chen,2,1,1,1,1
chendong zou,6,1,1,1,1
liwei lai,1,1,1,1,1
liqun fu,1,1,1,1,1
bai tao,1,1,1,1,1
teshen liang,2,1,1,1,1
shengliang yang,1,1,1,1,1
guozhen zhang,9,1,1,1,1
anrong wang,4,1,1,1,1
landong zuo,1,1,1,1,1
zheen zhao,2,1,1,1,1
xindi bian,2,1,1,1,1
shide guo,1,1,1,1,1
xuemei sun,1,1,1,1,1
junhui zhou,2,1,1,1,1
yicheng hu,1,1,1,1,1
yantao sun,1,1,1,1,1
guoxiang liu,2,1,1,1,1
yanjun tong,2,1,1,1,1
xianwen kong,5,1,1,1,1
xinglei zhu,1,1,1,1,1
fei peng,3,1,1,1,1
haipeng peng,1,1,1,1,1
pei yang,2,1,1,1,1
yucai zhu,2,1,1,1,1
yongliang zhang,3,1,1,1,1
guoping lu,2,1,1,1,1
guangzhong xie,1,1,1,1,1
rong yuan,1,1,1,1,1
chunwu chen,1,1,1,1,1
zhihua tang,1,1,1,1,1
yaqiu chen,3,1,1,1,1
xianbin wen,2,1,1,1,1
dajun wu,10,1,1,1,1
zhiyong ding,1,1,1,1,1
hairong liu,1,1,1,1,1
huaiyu mi,2,1,1,1,1
qunwei zheng,1,1,1,1,1
tianping chen,29,1,1,1,1
shunhua lin,1,1,1,1,1
yeqiao wang,1,1,1,1,1
xunlei wu,5,1,1,1,1
qihong liang,1,1,1,1,1
xueguang chen,4,1,1,1,1
yalin zheng,4,1,1,1,1
xinghui dong,2,1,1,1,1
yiwen ma,1,1,1,1,1
kunta chuang,9,1,1,1,1
zhan ding,2,1,1,1,1
jia meng,1,1,1,1,1
jintao tang,1,1,1,1,1
haibin kan,8,1,1,1,1
yihua zhou,1,1,1,1,1
lide li,5,1,1,1,1
shijun ren,1,1,1,1,1
qionghai dai,18,1,1,1,1
quanfang wang,3,1,1,1,1
yonggang jin,1,1,1,1,1
jiqiang liu,2,1,1,1,1
mingyi he,4,1,1,1,1
guanzhen zhou,1,1,1,1,1
qiuyang wu,1,1,1,1,1
lingxiang zhou,1,1,1,1,1
zhang ting,1,1,1,1,1
shichuan tu,1,1,1,1,1
haifang liao,4,1,1,1,1
yongmin chen,1,1,1,1,1
daolong wang,1,1,1,1,1
limei peng,1,1,1,1,1
chuanchun wu,1,1,1,1,1
suqing zhang,3,1,1,1,1
haiyi zhang,9,1,1,1,1
wanyue chen,1,1,1,1,1
yuning dong,1,1,1,1,1
keqiang wu,5,1,1,1,1
caisheng he,1,1,1,1,1
hongxia zhou,4,1,1,1,1
ruihua liu,1,1,1,1,1
liming zhong,1,1,1,1,1
qigang zhao,1,1,1,1,1
wenjiang zeng,1,1,1,1,1
xuedong zhang,2,1,1,1,1
zexi wang,1,1,1,1,1
hanzi wang,10,1,1,1,1
yilun pan,1,1,1,1,1
shangxu hu,9,1,1,1,1
yilin liu,3,1,1,1,1
xiangke liao,4,1,1,1,1
ren tong,2,1,1,1,1
weixian cao,1,1,1,1,1
xiping liu,2,1,1,1,1
dengguo feng,44,1,1,1,1
kangmin xie,1,1,1,1,1
zhengli huang,1,1,1,1,1
wenjun cao,2,1,1,1,1
xiehua sun,1,1,1,1,1
yongjie wang,1,1,1,1,1
maozhong jin,6,1,1,1,1
changchun cheng,1,1,1,1,1
shukai duan,3,1,1,1,1
xiaoguang sun,5,1,1,1,1
qing pan,2,1,1,1,1
haiming li,2,1,1,1,1
zengyou he,27,1,1,1,1
chengxin liu,1,1,1,1,1
zhihong man,14,1,1,1,1
yusheng lai,4,1,1,1,1
yifang zhou,1,1,1,1,1
dingsou chen,1,1,1,1,1
haiyu wang,1,1,1,1,1
mingzheng hu,1,1,1,1,1
liangtu chen,1,1,1,1,1
wenfang chen,1,1,1,1,1
faming guo,2,1,1,1,1
lun mo,1,1,1,1,1
kaiyuan lu,4,1,1,1,1
yahui shu,2,1,1,1,1
qiwei ge,4,1,1,1,1
meilin chang,1,1,1,1,1
linzhang lu,3,1,1,1,1
beining chen,1,1,1,1,1
fen chen,1,1,1,1,1
mingcheng liang,1,1,1,1,1
bingxin li,3,1,1,1,1
fanchun jin,1,1,1,1,1
jinqing fang,3,1,1,1,1
liquan zhou,1,1,1,1,1
weiling liu,1,1,1,1,1
guilin xu,2,1,1,1,1
yongheng yang,1,1,1,1,1
weiyi qian,1,1,1,1,1
changkeng lin,3,1,1,1,1
huang zhi,1,1,1,1,1
kun yue,7,1,1,1,1
hongxin lin,1,1,1,1,1
yijia tan,3,1,1,1,1
benting wan,1,1,1,1,1
donghui yan,2,1,1,1,1
lun yu,1,1,1,1,1
pan lin,8,1,1,1,1
youhu ji,1,1,1,1,1
sihua wen,1,1,1,1,1
zhihong miao,1,1,1,1,1
weiyan lin,1,1,1,1,1
guangwen yang,27,1,1,1,1
wanzhen liu,1,1,1,1,1
xiaolin du,2,1,1,1,1
junbo chen,2,1,1,1,1
chengming kuo,4,1,1,1,1
wenhao shan,1,1,1,1,1
mengying wei,1,1,1,1,1
song hui,1,1,1,1,1
yubing wang,2,1,1,1,1
xiaohui tao,1,1,1,1,1
xitong zheng,1,1,1,1,1
chengxuan cao,1,1,1,1,1
dezhi han,2,1,1,1,1
xinwen wang,1,1,1,1,1
shujian zhang,7,1,1,1,1
chenbin zhang,1,1,1,1,1
dongsu jin,2,1,1,1,1
yurong li,1,1,1,1,1
fugui wang,1,1,1,1,1
dingding lu,1,1,1,1,1
jizhang zuo,1,1,1,1,1
peiguang wang,7,1,1,1,1
wubin su,1,1,1,1,1
bingchao huang,6,1,1,1,1
zhigeng pan,51,1,1,1,1
yingzi zheng,1,1,1,1,1
xinxin wang,2,1,1,1,1
guozhen tan,12,1,1,1,1
hongze ma,2,1,1,1,1
xiugang li,1,1,1,1,1
haoxian wang,1,1,1,1,1
yan qin,1,1,1,1,1
wenyi pai,1,1,1,1,1
yongmian zhang,8,1,1,1,1
xingang liu,1,1,1,1,1
xiangming fang,1,1,1,1,1
yejing wang,12,1,1,1,1
yuquan zhu,1,1,1,1,1
keyao zhu,4,1,1,1,1
tapang lao,2,1,1,1,1
haiou shen,7,1,1,1,1
ruidong li,1,1,1,1,1
huilin xu,1,1,1,1,1
xiaojuan gao,1,1,1,1,1
enli wang,2,1,1,1,1
jingxuan liu,1,1,1,1,1
sichao yang,1,1,1,1,1
xuedao gu,4,1,1,1,1
hanbing liu,2,1,1,1,1
guangan xia,1,1,1,1,1
jinguo quan,1,1,1,1,1
qinghui sun,1,1,1,1,1
zhengyu xie,1,1,1,1,1
binggong ding,1,1,1,1,1
zhiqiang tang,3,1,1,1,1
zhinan shen,1,1,1,1,1
chaoyang wang,2,1,1,1,1
wenyan chen,1,1,1,1,1
shiqi wu,3,1,1,1,1
tangfei tao,1,1,1,1,1
kunlin chen,1,1,1,1,1
xiaoyan lin,1,1,1,1,1
zhongying zhu,1,1,1,1,1
weining wang,2,1,1,1,1
guomao xin,2,1,1,1,1
yunjian jiang,8,1,1,1,1
wenjian liang,2,1,1,1,1
zhidong teng,4,1,1,1,1
liping di,1,1,1,1,1
fujiang ao,1,1,1,1,1
zhenlin xu,2,1,1,1,1
zhengtao cui,1,1,1,1,1
bennian wang,2,1,1,1,1
zhisheng niu,17,1,1,1,1
xingliang huang,1,1,1,1,1
linping sun,1,1,1,1,1
chenjun shi,1,1,1,1,1
jinglie dou,1,1,1,1,1
anke xue,2,1,1,1,1
baodong zheng,1,1,1,1,1
hong xi,1,1,1,1,1
chia chao,2,1,1,1,1
limin han,1,1,1,1,1
qingdu li,6,1,1,1,1
loge ken,2,1,1,1,1
wu ke,1,1,1,1,1
peining guo,6,1,1,1,1
huamin li,1,1,1,1,1
weigang chen,2,1,1,1,1
guoqing wei,12,1,1,1,1
jianping yong,2,1,1,1,1
zhongjun yu,6,1,1,1,1
xiaobei li,1,1,1,1,1
zhimin gu,6,1,1,1,1
shizhu liu,1,1,1,1,1
jilin zhou,1,1,1,1,1
tao pang,1,1,1,1,1
mingwei chen,1,1,1,1,1
jianfeng yan,1,1,1,1,1
yubin lai,1,1,1,1,1
hang zhao,1,1,1,1,1
xiyang yang,1,1,1,1,1
peipei fang,1,1,1,1,1
zhengzhong du,1,1,1,1,1
zhiyong yu,1,1,1,1,1
shengju han,1,1,1,1,1
zhixiang hu,1,1,1,1,1
songlin tian,1,1,1,1,1
zifeng hou,2,1,1,1,1
xuhong jiang,1,1,1,1,1
zefeng chen,2,1,1,1,1
shengsheng wang,5,1,1,1,1
zhaocai sun,4,1,1,1,1
yewei wang,1,1,1,1,1
chun xia,5,1,1,1,1
kuangyu shi,1,1,1,1,1
kuanting shen,1,1,1,1,1
zhengping jin,1,1,1,1,1
mengling feng,3,1,1,1,1
hongmao sun,3,1,1,1,1
zhenming gao,1,1,1,1,1
songyang lao,7,1,1,1,1
xintian wu,1,1,1,1,1
yuanman hu,1,1,1,1,1
fujie zhan,1,1,1,1,1
deng liu,2,1,1,1,1
xiaoqun zhao,1,1,1,1,1
yingchun liu,1,1,1,1,1
yinkui li,1,1,1,1,1
kedong luo,2,1,1,1,1
kai wei,1,1,1,1,1
zongyang zhang,1,1,1,1,1
benli sui,1,1,1,1,1
yumei wen,3,1,1,1,1
dangsheng huang,1,1,1,1,1
xiangning yu,1,1,1,1,1
xiuqin ma,1,1,1,1,1
heshan sun,1,1,1,1,1
jianwu wang,6,1,1,1,1
mingyan li,2,1,1,1,1
gangsheng wang,3,1,1,1,1
longxiang zhou,3,1,1,1,1
shiwen yu,17,1,1,1,1
chunping hou,1,1,1,1,1
tangan gao,4,1,1,1,1
haixiang he,1,1,1,1,1
chunfeng liao,1,1,1,1,1
jing hao,1,1,1,1,1
xicheng liu,4,1,1,1,1
shaoyi wang,1,1,1,1,1
genqiang wang,1,1,1,1,1
hanyu li,4,1,1,1,1
chihong liang,1,1,1,1,1
daxin liu,12,1,1,1,1
qingkai ma,6,1,1,1,1
xingkun liu,5,1,1,1,1
xiaoyan zhao,2,1,1,1,1
guisheng zhai,8,1,1,1,1
couchen wu,1,1,1,1,1
chenggen shi,5,1,1,1,1
zongkai lin,12,1,1,1,1
ronghai sun,1,1,1,1,1
ni lao,3,1,1,1,1
jianyong sun,2,1,1,1,1
chien chen,4,1,1,1,1
yuchi wu,2,1,1,1,1
yunli sun,1,1,1,1,1
zhihe zhou,2,1,1,1,1
shengyuan chen,1,1,1,1,1
hequn yin,1,1,1,1,1
xunnian yang,12,1,1,1,1
xingfang zhang,2,1,1,1,1
chaohui huang,2,1,1,1,1
longsheng li,1,1,1,1,1
yuling yan,1,1,1,1,1
huaguang zhang,20,1,1,1,1
quanfeng wu,1,1,1,1,1
youfang lu,1,1,1,1,1
jicheng cheng,1,1,1,1,1
yiqiang hu,3,1,1,1,1
yichuan jiang,14,1,1,1,1
chunling yang,2,1,1,1,1
baichuan jiang,2,1,1,1,1
zhili zhou,1,1,1,1,1
wenjing yan,1,1,1,1,1
aigang feng,6,1,1,1,1
hongying zan,1,1,1,1,1
dejun yuan,1,1,1,1,1
shaolin qu,1,1,1,1,1
yongluan zhou,4,1,1,1,1
jiantao pu,6,1,1,1,1
shiyong li,2,1,1,1,1
dongxin lu,1,1,1,1,1
qinhua zhu,1,1,1,1,1
huandong sun,2,1,1,1,1
xingguo zhu,1,1,1,1,1
yingli lu,3,1,1,1,1
yadong li,3,1,1,1,1
xizhi shi,1,1,1,1,1
chunlei zhang,2,1,1,1,1
mingwei su,1,1,1,1,1
mingjun zhang,9,1,1,1,1
xiangsheng fang,1,1,1,1,1
xiping dai,5,1,1,1,1
ni deng,1,1,1,1,1
dongyi jiang,1,1,1,1,1
qingtang liu,5,1,1,1,1
kunyi lin,5,1,1,1,1
yiting yu,1,1,1,1,1
shengchou lin,2,1,1,1,1
maoqiang song,1,1,1,1,1
susu li,1,1,1,1,1
haifeng shen,15,1,1,1,1
baojun qiu,3,1,1,1,1
xuelong zhu,3,1,1,1,1
zhaoxia wang,1,1,1,1,1
lieming huang,4,1,1,1,1
daowen chen,2,1,1,1,1
dilian yang,1,1,1,1,1
yunchuan sun,3,1,1,1,1
yong yi,4,1,1,1,1
donghui guo,3,1,1,1,1
chulin li,1,1,1,1,1
senda kei,1,1,1,1,1
guanghui hu,1,1,1,1,1
lie zhang,1,1,1,1,1
shuai zhang,2,1,1,1,1
liangang liu,1,1,1,1,1
changjie wang,20,1,1,1,1
daoyi dong,2,1,1,1,1
feilong cao,4,1,1,1,1
haowei bai,4,1,1,1,1
ju yang,2,1,1,1,1
huaiyang chang,1,1,1,1,1
binzhang liu,3,1,1,1,1
wansheng sun,1,1,1,1,1
yunjie zhang,3,1,1,1,1
bing suo,1,1,1,1,1
dongyan xu,29,1,1,1,1
jiangping du,2,1,1,1,1
jinhui ding,2,1,1,1,1
xiaojuan sun,1,1,1,1,1
shuxun cai,1,1,1,1,1
jingpu shi,2,1,1,1,1
qielu pan,1,1,1,1,1
yongqiang luo,1,1,1,1,1
guoxiang huang,2,1,1,1,1
junlong lin,1,1,1,1,1
huazhong yang,6,1,1,1,1
jiexun li,1,1,1,1,1
yuelin li,3,1,1,1,1
huichu chu,3,1,1,1,1
jichuan zhao,1,1,1,1,1
zhijin wu,3,1,1,1,1
jikun yan,1,1,1,1,1
jianping xiong,1,1,1,1,1
zhaoxin sheng,1,1,1,1,1
yunlai wang,1,1,1,1,1
haoyu zhou,1,1,1,1,1
qingyong ding,1,1,1,1,1
guoliang kuang,1,1,1,1,1
shaojun yang,1,1,1,1,1
xiaofan jiang,1,1,1,1,1
xiaoyong du,34,1,1,1,1
shuhua wang,5,1,1,1,1
yibing yang,7,1,1,1,1
yongxing chen,4,1,1,1,1
xiaoxia li,3,1,1,1,1
weigang guo,2,1,1,1,1
oulian shuai,1,1,1,1,1
hui lv,1,1,1,1,1
tiehong xiao,1,1,1,1,1
congyong su,5,1,1,1,1
yushen yang,3,1,1,1,1
jiacheng hu,1,1,1,1,1
jinfeng xu,1,1,1,1,1
zhihong lu,7,1,1,1,1
yingli luo,2,1,1,1,1
bingfeng cui,1,1,1,1,1
xiaochuan chen,1,1,1,1,1
shixiong zhu,2,1,1,1,1
jiawei han,237,1,1,1,1
ping ren,4,1,1,1,1
zhan ye,1,1,1,1,1
yiyu lu,2,1,1,1,1
hangdong wang,2,1,1,1,1
yuxiang jiang,1,1,1,1,1
sushang huang,1,1,1,1,1
hailiang liu,6,1,1,1,1
haihong zhu,2,1,1,1,1
junjie yao,1,1,1,1,1
zhongkui sun,1,1,1,1,1
jingfeng cai,1,1,1,1,1
boyun zhang,1,1,1,1,1
jianbing xing,4,1,1,1,1
shizhong liu,4,1,1,1,1
feng duan,1,1,1,1,1
huiwei guan,3,1,1,1,1
honggang hu,1,1,1,1,1
xiaofan lin,17,1,1,1,1
pihua lin,1,1,1,1,1
shaoyun shi,1,1,1,1,1
tahe huang,1,1,1,1,1
dongwei liao,1,1,1,1,1
bicheng yang,1,1,1,1,1
shuyuan jin,1,1,1,1,1
haiyan yu,10,1,1,1,1
yaping fang,4,1,1,1,1
chuanzhong li,2,1,1,1,1
tianli chu,1,1,1,1,1
yuwen cheng,1,1,1,1,1
chuan yu,1,1,1,1,1
yihua shi,5,1,1,1,1
subing zhang,1,1,1,1,1
jianqi wang,1,1,1,1,1
lixin tao,15,1,1,1,1
yinghai shi,1,1,1,1,1
mingyang kao,145,1,1,1,1
yuting lin,3,1,1,1,1
wanchun liu,1,1,1,1,1
dingding chang,1,1,1,1,1
peishun liu,1,1,1,1,1
rice feng,1,1,1,1,1
wenjie luo,1,1,1,1,1
lili lin,3,1,1,1,1
chaotang yu,1,1,1,1,1
zhou su,5,1,1,1,1
aiping deng,1,1,1,1,1
yulin yang,1,1,1,1,1
jingmei zhang,2,1,1,1,1
xiaoxiang zheng,2,1,1,1,1
wenjun sun,6,1,1,1,1
lihua yuan,2,1,1,1,1
yaoban chan,1,1,1,1,1
zhewen fan,1,1,1,1,1
shuguang liu,1,1,1,1,1
dandan wang,2,1,1,1,1
chengliang liu,4,1,1,1,1
yuandong yang,3,1,1,1,1
lingzhong zhou,3,1,1,1,1
du xing,1,1,1,1,1
kun shen,1,1,1,1,1
yun pan,1,1,1,1,1
zhiqiang cai,9,1,1,1,1
kaiyun chan,6,1,1,1,1
youping fan,1,1,1,1,1
liguo yu,7,1,1,1,1
chenfu lin,1,1,1,1,1
xiang luo,1,1,1,1,1
cuixiang zhong,1,1,1,1,1
lisha zhang,2,1,1,1,1
jinming wan,1,1,1,1,1
tijun xiao,2,1,1,1,1
xue fei,1,1,1,1,1
hongbing zhu,6,1,1,1,1
qingwen cheng,1,1,1,1,1
chengjun liu,19,1,1,1,1
xiaohong zhao,2,1,1,1,1
tenghong liu,1,1,1,1,1
zhonghua yu,3,1,1,1,1
congrui chen,1,1,1,1,1
shaolong li,1,1,1,1,1
yining zhu,1,1,1,1,1
guangdeng zong,1,1,1,1,1
liangjian hu,2,1,1,1,1
qiang lv,1,1,1,1,1
juan tian,1,1,1,1,1
zhongkai li,1,1,1,1,1
chengru lin,11,1,1,1,1
guoqiang zhou,1,1,1,1,1
weimin lang,6,1,1,1,1
huanbao wang,1,1,1,1,1
xueguang shao,4,1,1,1,1
weidong yi,1,1,1,1,1
xiaoni zhang,6,1,1,1,1
jiangling du,1,1,1,1,1
shaohua tang,6,1,1,1,1
minghan hu,1,1,1,1,1
yushi du,2,1,1,1,1
liang deng,4,1,1,1,1
yuchi chang,2,1,1,1,1
shaowen hu,1,1,1,1,1
weifang yang,2,1,1,1,1
renying wang,1,1,1,1,1
weimin shen,55,1,1,1,1
binbin xu,1,1,1,1,1
jingyi zhang,2,1,1,1,1
qingbin gao,1,1,1,1,1
fengge wu,1,1,1,1,1
zhenyu he,6,1,1,1,1
maolin hu,3,1,1,1,1
zhenyun zhuang,5,1,1,1,1
cuiyan liu,1,1,1,1,1
haoren ke,12,1,1,1,1
meiyu wu,2,1,1,1,1
xiaowei tian,1,1,1,1,1
chaozhen guo,5,1,1,1,1
junliang xue,2,1,1,1,1
yuan zhan,3,1,1,1,1
liyuan wu,1,1,1,1,1
techeng shen,1,1,1,1,1
jiawei zhang,16,1,1,1,1
lixin gao,40,1,1,1,1
jinfu chang,30,1,1,1,1
kunhan chan,1,1,1,1,1
pengfei xiao,1,1,1,1,1
pingshan li,6,1,1,1,1
an lu,2,1,1,1,1
anne kao,4,1,1,1,1
boyi li,2,1,1,1,1
xi zhao,1,1,1,1,1
chuan tang,1,1,1,1,1
haiyun yang,1,1,1,1,1
jihong min,4,1,1,1,1
wanwei gong,1,1,1,1,1
daqing he,13,1,1,1,1
junjie yang,3,1,1,1,1
ming hou,5,1,1,1,1
ke dong,4,1,1,1,1
yaoyao zhu,1,1,1,1,1
huidong shi,1,1,1,1,1
xudong ye,6,1,1,1,1
wenpin tai,5,1,1,1,1
mingqing du,1,1,1,1,1
minghua ye,1,1,1,1,1
hanjun zhang,1,1,1,1,1
jiaojiao wu,1,1,1,1,1
zijian xu,2,1,1,1,1
xinhua jiang,3,1,1,1,1
bianru li,1,1,1,1,1
peidi shen,2,1,1,1,1
baibing li,1,1,1,1,1
hudong wang,2,1,1,1,1
hanqi zhuang,24,1,1,1,1
shufen fang,3,1,1,1,1
wenbin luo,8,1,1,1,1
dan pan,5,1,1,1,1
junwei cao,15,1,1,1,1
fan zou,1,1,1,1,1
qingxiang fu,1,1,1,1,1
guirong xie,4,1,1,1,1
xinqiang zuo,1,1,1,1,1
lishuang shen,2,1,1,1,1
weiwei yu,1,1,1,1,1
huimin gong,1,1,1,1,1
chen juan,1,1,1,1,1
jianzhuang lu,2,1,1,1,1
yang qiang,1,1,1,1,1
yufeng huang,1,1,1,1,1
zujia xu,1,1,1,1,1
youxin gao,15,1,1,1,1
jifa zhang,4,1,1,1,1
yonghui zhang,2,1,1,1,1
xiuyan meng,2,1,1,1,1
yingshan zhang,2,1,1,1,1
guangyi li,1,1,1,1,1
chenjia li,1,1,1,1,1
zezhi zheng,1,1,1,1,1
niandong yin,1,1,1,1,1
yujing guan,2,1,1,1,1
gaocai wang,8,1,1,1,1
haomei liu,1,1,1,1,1
kaiwei li,2,1,1,1,1
qingyu zhao,1,1,1,1,1
xinwei yuan,1,1,1,1,1
chengqi xu,1,1,1,1,1
guoning lin,1,1,1,1,1
libin cai,1,1,1,1,1
chun ye,1,1,1,1,1
xiaogang mao,2,1,1,1,1
zhigang jing,2,1,1,1,1
cheyi chen,3,1,1,1,1
chunfeng yuan,1,1,1,1,1
yu hong,1,1,1,1,1
xihan qian,1,1,1,1,1
zhaohong deng,2,1,1,1,1
zilu wu,1,1,1,1,1
shumei mu,1,1,1,1,1
yingwei yang,1,1,1,1,1
kaiping xiao,2,1,1,1,1
mingyi fang,8,1,1,1,1
xishi huang,5,1,1,1,1
kaiwei fan,1,1,1,1,1
hua ji,1,1,1,1,1
zhaojun wo,5,1,1,1,1
zonghuan wu,17,1,1,1,1
dongning liu,1,1,1,1,1
wenzhe luo,2,1,1,1,1
limei di,1,1,1,1,1
yongtao gong,1,1,1,1,1
taiping sun,2,1,1,1,1
hongtao zheng,1,1,1,1,1
linru ma,1,1,1,1,1
chinan chang,1,1,1,1,1
hanshen tang,1,1,1,1,1
kuoqin yan,25,1,1,1,1
gaitai huang,3,1,1,1,1
debin huang,2,1,1,1,1
hongkui yang,1,1,1,1,1
weifeng weng,1,1,1,1,1
fengzhao yang,1,1,1,1,1
pingli wang,1,1,1,1,1
chuming chen,2,1,1,1,1
weiguan zhu,1,1,1,1,1
xiaolong jin,19,1,1,1,1
runqiang bian,1,1,1,1,1
lifang zhou,1,1,1,1,1
yuqi liang,3,1,1,1,1
fuchun huang,2,1,1,1,1
ye duan,9,1,1,1,1
huanwen tang,12,1,1,1,1
yuhe zhang,1,1,1,1,1
jiangping mei,2,1,1,1,1
zhangxi tan,9,1,1,1,1
jiaying zhang,1,1,1,1,1
yanhua yi,2,1,1,1,1
yizhou yu,26,1,1,1,1
ningning yan,8,1,1,1,1
xingang wang,1,1,1,1,1
jizhong zhou,2,1,1,1,1
xuerong mao,4,1,1,1,1
chengliang huang,1,1,1,1,1
tianyun yan,1,1,1,1,1
sanmin wang,5,1,1,1,1
hongyi fu,1,1,1,1,1
shaowei gong,1,1,1,1,1
minjie xie,1,1,1,1,1
yajun guo,2,1,1,1,1
lirong xiong,2,1,1,1,1
meiai cheng,1,1,1,1,1
fengchao xiao,4,1,1,1,1
kaiping zeng,1,1,1,1,1
